1,5,1,2
1,5,1,1
1,10,16,1
1,10,2,1
1,10,2,7
1,10,16,7
1,4,0,0
1,4,0,1
1,4,0,2
1,4,0,3
1,4,0,4
1,4,0,5
1,4,0,6
1,4,0,7
1,4,0,8
1,4,19,1
1,4,19,3
1,4,19,5
1,4,19,7
1,4,19,8
1,4,19,6
1,4,19,4
1,4,19,2
1,4,19,0
1,9,19,9
1,4,0,12
1,4,1,12
1,4,2,12
1,4,3,12
1,4,4,12
1,4,6,12
1,4,5,12
1,9,0,11
1,4,11,12
1,4,12,12
1,4,13,12
1,4,14,12
1,4,15,12
1,4,16,12
1,4,17,12
1,4,18,12
1,4,19,12
1,6,11,19
1,6,11,18
1,6,11,17
1,6,11,13
1,6,11,14
1,10,19,13
1,10,12,13
1,10,12,19
1,10,19,19
1,10,0,13
1,10,0,19
1,6,7,19
1,10,6,13
1,6,7,13
1,6,7,14
1,6,7,17
1,6,7,18
1,10,6,19
1,4,7,12
1,4,-1,16
1,4,-1,15
1,4,-1,14
1,4,-1,12
1,4,-1,13
1,4,-1,17
1,4,-1,18
1,4,-1,19
1,4,-1,20
1,4,0,20
1,4,2,20
1,4,3,20
1,4,1,20
1,4,4,20
1,4,5,20
1,4,6,20
1,4,12,20
1,4,14,20
1,4,13,20
1,4,15,20
1,4,16,20
1,4,17,20
1,4,18,20
1,4,20,12
1,4,20,13
1,4,20,14
1,4,20,15
1,4,20,17
1,4,20,16
1,4,20,18
1,4,20,19
1,4,20,20
1,4,19,20
1,6,3,13
1,6,2,14
1,6,1,15
1,6,0,16
1,6,1,17
1,6,2,18
1,6,3,19
1,6,4,18
1,6,5,17
1,6,4,14
1,6,5,15
1,10,3,14
1,10,2,15
1,10,1,16
1,10,2,17
1,10,3,18
1,10,4,17
1,10,4,15
1,6,15,14
1,6,14,15
1,6,14,17
1,6,15,18
1,6,16,17
1,6,16,15
1,6,17,16
1,10,15,13
1,10,16,14
1,10,17,15
1,10,17,17
1,10,16,18
1,10,15,19
1,10,14,18
1,10,13,17
1,10,14,14
1,10,13,15
1,4,4,1
1,4,3,2
1,4,2,3
1,6,4,2
1,6,3,3
1,6,2,4
1,6,3,5
1,6,4,6
1,6,5,7
1,4,2,5
1,4,3,6
1,4,4,7
1,6,13,1
1,6,14,2
1,6,15,3
1,6,16,4
1,6,15,5
1,6,14,6
1,6,13,7
1,4,16,5
1,4,15,6
1,4,14,7
1,4,14,1
1,4,15,2
1,4,16,3
1,6,5,1
1,5,14,4
1,5,12,6
1,5,11,7
1,5,6,2
1,5,5,3
1,5,4,4
1,5,5,5
1,5,6,6
1,5,7,7
1,6,-1,9
1,6,19,-1
1,6,18,-1
1,6,17,-1
1,6,16,-1
1,6,15,-1
1,6,14,-1
1,6,13,-1
1,6,12,-1
1,6,11,-1
1,5,11,1
1,5,7,1
1,5,-1,-1
1,6,10,1
1,5,7,2
1,5,11,2
1,5,10,2
1,5,8,4
1,5,12,2
2,8,2,2
2,8,3,1
2,8,2,6
2,8,3,7
2,8,15,1
2,8,16,2
2,8,15,7
2,8,16,6
2,8,10,7
2,8,13,13
2,8,12,14
2,8,15,16
2,8,18,13
2,8,19,14
2,8,19,18
2,8,18,19
2,8,13,19
2,8,12,18
2,8,1,13
2,8,0,14
2,8,0,18
2,8,1,19
2,8,3,16
2,8,5,13
2,8,6,14
2,8,5,19
2,8,6,18
2,8,16,13
2,8,17,14
2,8,18,15
2,8,18,16
2,8,20,16
2,8,20,17
2,8,20,18
2,8,20,19
2,8,20,20
2,8,19,20
2,8,18,20
2,8,17,20
2,8,16,20
2,8,15,20
2,8,14,20
2,8,13,20
2,8,12,20
2,8,20,15
2,8,20,14
2,8,20,13
2,8,20,12
2,8,19,12
2,8,18,12
2,8,17,12
2,8,15,12
2,8,16,12
2,8,14,12
2,8,13,12
2,8,11,12
2,8,12,12
2,8,16,19
2,8,17,18
2,8,18,17
2,8,5,4
2,8,10,1
2,8,3,2
2,8,3,6
2,8,15,6
2,8,16,5
2,8,14,7
2,8,2,3
2,8,4,1
